"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"APC|ENST00000257430.9|13|mutated",1801.14592242559,-1.15608924853133,0.100639906571536,-11.4873839604528,1.52665236452248e-30,5.49558152853947e-30
"APC|ENST00000257430.9|14",765.83031560476,-2.65091312428862,0.13267517441829,-19.9804758946915,8.14438270278523e-89,1.21809868638411e-87
"APC|ENST00000257430.9|14|mutated",2156.73798092966,-2.6344533085528,0.0887905238435834,-29.6704332231866,1.84881336698431e-193,1.36720889731309e-191
"APC|ENST00000257430.9|15",1386.33746958262,-4.93260842098756,0.140485425202649,-35.1111755107145,4.55184154641821e-270,1.11287881073653e-267
"AR|ENST00000374690.9|3",234.561372278747,-2.87504155891375,0.214965486408192,-13.3744332960242,8.53013444608223e-41,4.20193300427899e-40
"AR|ENST00000374690.9|4",677.79598755396,-2.23230949635667,0.126622009000582,-17.6297115641753,1.45708454853801e-69,1.48182282610232e-68
"AR|ENST00000374690.9|6",5834.21343962968,1.01697747058914,0.0910713916930665,11.1668159636411,5.92674885116542e-29,2.0165422106493e-28
"AR|ENST00000374690.9|7",4978.46703415675,1.04754307752371,0.0732448678501553,14.3019314290631,2.12819988396484e-46,1.23347046975805e-45
"AR|ENST00000374690.9|8",5546.96978775129,1.02849103337662,0.0812173750516196,12.6634360285953,9.42806385529139e-37,4.1342681180963e-36
"AR|ENST00000374690.9|13",12206.085208584,1.71136964161568,0.09936210347852,17.2235649377696,1.76757523951468e-66,1.65692890214287e-65
"AR|ENST00000374690.9|14",16942.3396523367,1.53192228212057,0.0816637638309659,18.758898809654,1.63757018298022e-78,2.02040069949568e-77
"AR|ENST00000374690.9|22",5818.0725802137,1.51370370224734,0.0910071004373041,16.6328088135294,4.0323936012892e-62,3.44811387176621e-61
"AR|ENST00000374690.9|35",254.112671965678,3.44666560793648,0.204027607440173,16.8931334890409,5.05457552358716e-64,4.47221674834374e-63
"AR|ENST00000374690.9|36",30.5893616297524,7.67310273682635,1.98801762959435,3.85967539854867,0.000113537739758798,0.000157246488128369
"AR|ENST00000374690.9|48",6933.00927015501,-1.4289521068347,0.0682578974585501,-20.9346047862437,2.5920562451857e-97,4.52006314662659e-96
"AR|ENST00000374690.9|49",2681.56707994874,-2.05489743416276,0.119820041363028,-17.1498641695247,6.29995470598173e-66,5.83708100368608e-65
"AR|ENST00000374690.9|50",1675.48199500379,-1.66214360567559,0.10764829786539,-15.4405005804555,8.74191475383326e-54,6.20060028128611e-53
"ARID1B|ENST00000636930.2|1",1125.80551339963,-1.03513672463666,0.122447082178286,-8.45374757995025,2.82098839235293e-17,6.57626793936331e-17
"ARID1B|ENST00000636930.2|9",23.640808932663,-1.31339834578336,0.563539235702643,-2.33062449351155,0.0197731687846404,0.0238552429043295
"ARID1B|ENST00000636930.2|10",237.358330448756,-5.12954452268953,0.304384861000152,-16.8521670421939,1.01139698634254e-63,8.91577328652221e-63
"ARID1B|ENST00000636930.2|11",1325.82026751721,-1.86773291908177,0.104970445489846,-17.7929407688609,8.01603368113859e-71,8.39441289336017e-70
"ARID1B|ENST00000636930.2|12",9689.28190722858,1.23841267509501,0.0766482438523503,16.1570913154984,1.01226506446324e-58,8.03640521687844e-58
"ARID1B|ENST00000636930.2|17",1088.60162324383,-1.05975212635326,0.100846141447253,-10.5086036128368,7.88524073048257e-26,2.44538400080718e-25
"ARID1B|ENST00000636930.2|18",700.178193415918,-2.78583714977717,0.130050748457106,-21.4211543018993,8.48598372296354e-102,1.59846045599219e-100
"ARID1B|ENST00000636930.2|21",1143.53879419831,-1.8707829450835,0.125351481858707,-14.9242985989763,2.29031179291477e-50,1.47674570931749e-49
"ARID2|ENST00000334344.11|6",2398.44004935082,-1.27069091519928,0.151370927596151,-8.39455062724731,4.67679468980694e-17,1.08224841382822e-16
"ARID2|ENST00000334344.11|7",2575.85789811825,-1.34186963818526,0.132180104801143,-10.151827615843,3.25215178090738e-24,9.49568080313683e-24
"ARID2|ENST00000334344.11|9",8785.80492907059,2.00891375959348,0.127389016694,15.7699133860109,5.01184655177237e-56,3.72006949753612e-55
"ARID2|ENST00000334344.11|10",2903.32062805183,-6.27605447816053,0.149923018331666,-41.861847153293,0,0
